McCanns launch new appeal	Gold price dips from 27-year high	Many stallholders at Bath's Farmers' Market say they are unhappy about plans for expansion.  The local eco-group Envolve has taken over the market and said it wants to attract more traders and a greater variety of products.  But those who currently work on the market say they are worried that the character of the event will be ruined.  There are also fears that they may lose control and be saddled with significant rises in rent.  The market has strict criteria for locally produced goods.  Traders are meeting with bosses next Saturday.
House price falls 'don't matter'	Kasabian to headline Hogmanay	
Over-50s get networking website	Council 'toughest' over parking	BSkyB boosted pay-TV customers over the past three months, but a continuing row with cable network provider Virgin Media dented profits.  Sky added 83,000 net new customers in the quarter with churn - a measure of subscriptions cancelled - falling to its lowest level in more than a year.  But the firm's pre-tax profit fell to 121m, down from 166m a year earlier.  Virgin's refusal to screen certain key Sky channels because of a row over transmission costs was partly to blame.  Virgin launched a High Court action against BSkyB in April, accusing the broadcaster of abusing its dominant position in the pay-TV market.  The overall picture from a market perspective is still positive  Richard Hunter, equity strategist, Hargreaves Lansdown  See BSkyB's shares  Why is the Sky-Virgin row about?  According to an agreed timetable, the case is unlikely to be heard before next summer.  The firm estimated that its operating profit would be hurt by about 15m for each full quarter that the channels, including Sky One, Sky News and Sky Sports News, remained unavailable to Virgin Media's 3.3 million subscribers.  We expect that performance for the full year will be in line with our plans, said James Murdoch, BSkyB chief executive.  Silver lining?  Other reasons given for the fall in profit included higher marketing costs and substantial investment in its recently launched broadband and phone packages.  The new contract to cover Premier League football and spending on programmes such as Sky One's much-advertised Are You Smarter Than A 10-Year-Old, were also cited as contributed to added costs.  BSkyB shares closed down 4.3% at 660p following the trading update.  Analysts were encouraged by surging demand for the Sky+ and High Definition TV services as well as the popularity of Sky's broadband package, which has attracted one million customers in 14 months.  But Richard Hunter, equity strategist at Hargreaves Lansdown, said the run on Sky's shares centred around some slight disappointment on the profit numbers.  This, he noted, came on top of continuing uncertainty surrounding the firm's contentious 17.9% stake in rival broadcaster ITV and the distraction of the Virgin Media lawsuit.  Nonetheless, the overall picture from a market perspective is still positive, he added.  Sky's stated aim of 10 million pay-TV customers by 2010 continues to look eminently achievable, and the initial success of the broadband offering in little over a year is proof of Sky's ambition and marketing prowess.
Employment boosts US economy	PS3 network enters record books	Police are continuing to question a man and a woman arrested after a police officer was hit by a car as she tried to arrest the driver.  Det Con Catherine Corbett, 39, of Solihull, remains in a critical condition after the incident in Hayes, west London, on Friday morning.  A man, 41, was arrested in Birmingham on suspicion of the attempted murder of the West Midlands Police officer.  A 32-year-old woman is also being held in London in connection with the case.  Det Con Corbett was trying to arrest a man outside the Sheraton Skyline Hotel, near Heathrow Airport, when he drove off and knocked her over at 0800 GMT.  Police said the officer was hit by the open passenger door as the suspect reversed away from the scene in a blue Peugeot 207.  Fraud inquiry  She suffered serious head injuries and underwent surgery at Charing Cross Hospital's neurological unit on Friday night.  A spokeswoman for West Midlands Police said: She is now out of surgery and everything went well, but her condition is still critical.  Our thoughts and prayers are with Cathy and her family and we are anxiously waiting news from the hospital.  The suspect also crashed into a Ford Focus  A man arrested in Bordesley Green, Birmingham, on Friday, was transferred to a London police station overnight.  A woman was also arrested in connection with the inquiry after she attended a London police station.  Police said as the suspect left the car park the vehicle collided with a black Ford Focus, damaging its front bumper and bonnet.  Two other male officers also suffered minor injuries as they were carried for a short distance on the bonnet of the Peugeot.  The car was later found abandoned in Harlington Road.  Det Con Corbett had been in London for the previous two days as part of a fraud investigation.  Detectives said they had been hunting the suspect for about 12 months.
Inquiry into Haiti UN sex claims	NHS staff protest against reforms	US singer Meat Loaf has cancelled Friday's concert at the Birmingham NEC owing to acute laryngitis.  Staff at the arena had told the BBC earlier that the singer would be performing as planned - just days after he walked out of a gig in Newcastle.  He reportedly told fans it would be his final concert, but promoters later said he had been suffering from exhaustion.  The NEC has rescheduled the concert for Thursday 29 November and all existing tickets will be honoured.  'Devastating'  Meat Loaf - born Marvin Lee Aday - said: Performing for my fans is the most important thing in the world to me. Over the years, I've gone on stage with a broken foot and an arrhythmic heart.  It was devastating having to come off stage in Newcastle but over time, I've reluctantly learned that I have to abide by what the doctors tell me to do.  Meat Loaf, 60, was about an hour into his performance at the Metro Radio Arena on Wednesday when he abruptly stopped, thanked the audience and left the stage.  Several audience members told the BBC he had described the concert as the last show I may ever do in my life.  Shortly afterwards an announcement was made saying he had been taken ill with a throat problem.  His promoter, however, played down the Bat Out of Hell star's comments, attributing them to exhaustion and stress.  Meat Loaf is due to perform in Manchester, London, Nottingham and Cardiff as part of the European leg of his Three Bats Tour.
Meat Loaf cancels Birmingham gig	New school motto: Hit that target	A man in his 40s has died following an argument outside a shop in Nottingham during which he was assaulted.  Police were called to an altercation on Barncroft in Chilwell outside Deepak Stores at about 1145 GMT on Friday.  The man collapsed on the street after he was assaulted by people who were seen in a white stretch limousine.  He was taken to the Queen's Medical Centre where he died later that afternoon. Police have urged anyone with information to contact them.  The scene was cordoned off for several hours and officers are carrying out house-to-house inquiries.  Supt Mike Mamley said: Incidents like this are rare in Chilwell and it has shocked the local community. We are determined to catch those responsible.
Two still held over officer crash	Girl speaks of funfair ride crash	Shares in Barclays Bank have fallen to two-and-a-half-year lows amid continuing speculation about funding problems linked to the credit crunch.  The shares fell by 8% to 524.5p at one point but later recovered, closing down 5.9%, or 34 pence, at 537.5p.  Rumours about Barclays first emerged in August when technical problems twice forced the bank to borrow overnight funds from the Bank of England.  Barclays declined to comment but has always denied having funding problems.  In a move designed to allay market fears the bank's head of global retail and commercial banking, Frits Seegers, bought Barclays shares worth almost 700,000 ($1.5m) on Friday.  There are concerns about writedowns and everything else, but the comments Barclays have made to date suggest that is not an issue, as does the fact they are still buying back their own shares, said Ian Poulter at Landsbanki Financials.
Saints issue warning over finance	Man, 93, dies after car park row	The Tamil Tigers have vowed revenge after the man believed to be their number two was killed in a Sri Lankan air force raid.  The military said SP Thamilselvan was at a meeting with other leaders in a camp when it was targeted on Friday.  There are fears the killing could lead to an escalation of the war with the rebels, who want an independent state for the Tamil minority.  Sri Lanka's government has described the killing as a major success.  The rebels' top leader, Velupillai Prabhakaran, has made a rare public appearance to mourn SP Thamilselvan.  The Tamil Tigers' spokesman, Rasiah Ilanthiriyan, told the BBC the group's response to the killing would be in deeds, not words.  'Surprise'  But the rebel spokesman refused to be drawn on the manner of the retaliation they would take. He said it had to be a surprise.  If we want we can take them one by one, so they must change their hideouts  Defence Secretary Gotabaya Rajapaksa  Have your say - what now?  Thamilselvan obituary  SP Thamilselvan was the head of the rebels' political wing and held an important position in their hierarchy.  In areas they control, the Tigers have declared three days of mourning for SP Thamilsevan and the five others killed in the bombing raid.  SP Thamilsevan's death follows that of another key rebel spokesman, Anton Balasingham, last year.  Sri Lanka's Defence Secretary, Gotabaya Rajapaksa, said: If we want we can take them one by one, so they must change their hideouts.  Mr Thamilselvan was the public face of the rebels  The rebels announced on Friday their police chief, P Nadesan, would replace Mr Thamilselvan. He will also remain in charge of police.  The pro-rebel TamilNet website said the air strike had been carried out in Kilinochchi, the rebels' northern stronghold.  It followed a Tamil Tiger attack on an air force base at Anuradhapura last week which left 14 security forces personnel dead and destroyed eight aircraft.  Observers say the two sides now seem to be gearing up for a major confrontation in the north of the country.  The rebels are fighting for autonomy for minority Tamils in the north and east, claiming discrimination by the majority Sinhalese population.  About 70,000 people have died in more than 20 years of war.
Driving the boundaries of realism	Dallaglio fears Test career over	A US astronaut has carried out a dangerous spacewalk to repair a damaged solar panel on the International Space Station (ISS).  The energy-collecting wing developed a rip when it was being unfurled at the port end of the platform on Tuesday.  Scott Parazynski rode on the end of an extension boom to install home-made cufflinks to the broken section.  The repair work will enable the wing to be fully deployed and properly locked in position.  Mr Parazynski was supported from a nearby girder by spacewalking colleague Douglas Wheelock.  Mr Parazynski had to carry out the work without touching the torn solar panel, which could have given him a powerful shock if touched. His suit and tools were insulated for protection.  Vital repair  Beautiful, said Mr Parazynsky as he completed more than fours hours of work outside the space station, more than 200 miles (320km) above the Earth.  A controller at Houston, Texas Mission Control, told the astronauts: Nice teamwork... excellent work guys.  The repair was of vital importance to future shuttle flights.  Unless the wing can be extended fully, it may not be able to withstand the loading put on the platform when the orbiter docks.  The panel had to be lashed together where it had come apart  Nasa officials say the 35m (115ft) wing probably snagged on a guidewire, or guidewire support, as it was being unfurled.  The next shuttle, due in December, is supposed to deliver Europe's main contribution to the ISS project - its Columbus laboratory.  Failure to sort the solar panel problem would have left Nasa no choice but to delay the December flight , keeping the already much-delayed Columbus sitting on the ground even longer.  The ISS is currently being visited by space shuttle Discovery. Astronauts from the orbiter have already attached the new Harmony module to a temporary location on the station. The unit will be moved into a permanent site once the orbiter has left.  Harmony will act as a passageway between three science laboratories: The existing US Destiny lab, and the soon-to-launch European Columbus and Japanese Kibo experimental units.
Two still held over officer crash	Mills blames Sir Paul for split	
Card companies lose refund case	Indiana Jones thief pleads guilty	A former Roman Catholic Archbishop of Birmingham has died aged 78, the city's archdiocese has said.  The Most Rev Maurice Couve de Murville died peacefully in St Joseph's Nursing Home in Littlehampton, West Sussex, at about 0615 GMT on Saturday.  Archbishop Maurice was the seventh person to hold the title, from 1982 to 1999, and retired due to ill health.  He was born in France and his cousin, who shared his name, was prime minister of France from 1968 to 1969.  One of Archbishop Maurice's first engagements in the job was to welcome Pope John Paul II to Coventry Airport in 1982 during his visit to Britain.  'Dignity and calm'  The Most Rev Vincent Nichols, Archbishop of Birmingham, said: The Archdiocese of Birmingham will be at prayer for their late Archbishop Maurice. He was much loved by so many who admired his achievements and his humour.  Characteristically he bore his last illness with dignity and calm, with his strong faith and trust in the Lord so much to the fore.  The archdiocese covers Birmingham, the Black Country, Staffordshire, Warwickshire, Worcestershire, Oxfordshire and parts of Berkshire.  The archbishop dealt with some of the first child abuse cases within the Catholic church, an archdiocese spokesman said.  The spokesman added: Dealing with these events, which inflicted so much harm on their victims, caused him great distress.
PS3 network enters record books	EMI 'artists need to work harder'	
Google shares pass $700	Australian TV host found dead	Ant McPartlin and Dec Donnelly have won three categories at the National Television Awards, which have been held at the Royal Albert Hall in London.  Their ITV1 series I'm a Celebrity... Get Me Out of Here! was top reality show and the duo were named best hosts.  Their Saturday Night Takeaway show, one of several ITV1 hits to be caught up in a recent phone-in scandal, received the prize for best entertainment programme.  Doctor Who won two awards, including best drama for the third year running.  Thank you for watching it; thank you for enjoying it, David Tennant, who plays the Doctor, told viewers in one of his acceptance speeches.  I'm having the time of my life and I'm so glad you're enjoying it, he said.  Best soap  McPartlin and Donnelly were unable to attend the ceremony as they were in Los Angeles, on the way to Australia to film the next series of I'm a Celebrity...  Instead, they used a live satellite link-up to accept their awards.  McPartlin sent out a massive heartfelt thank you to everybody who voted for us.  We are over the moon, he added.  I was a bit miffed that Al Gore won the peace certificate [Nobel Prize]. This more than makes up for it  Jeremy Clarkson  In full: TV Awards winners  In pictures: TV Awards 2007  Earlier this month it emerged that two of the pair's shows, Saturday Night Takeaway and Ant and Dec's Gameshow Marathon, had deceived viewers.  Winners of contests on each programme were not chosen at random, as advertised.  The pair were executive producers of Saturday Night Takeaway but insisted they had no knowledge of what had taken place.  In Wednesday night's speeches from Los Angeles, neither star apologised for the scandal, despite rumours backstage they would do so.  Donnelly did, however, say it had been quite a couple of weeks.  He paid tribute to ITV, the staff working on his shows and viewers, adding: Thank you to everybody that has taken the time to vote for us. We are very grateful.  BBC One's EastEnders won two awards - best popular serial, commonly known as soaps, and best actress. This went to Lacey Turner, seen in the show as Stacey.  Former Hear'Say singer Kym Ryder was named most popular newcomer for her role as barmaid Michelle Connor in Coronation Street.  Special recognition  For the second year running the BBC Two motoring series Top Gear won best factual show.  This time presenter Richard Hammond was able to collect the award in person. Last year he was unable to attend as he was recovering from a high-speed crash which occurred during filming.  Racing driver Lewis Hamilton presented another Top Gear host, Jeremy Clarkson, with the special recognition award.  On accepting the trophy, Clarkson joked: I was a bit miffed that Al Gore won the peace certificate [Nobel Prize]. This more than makes up for it.  EastEnders star Lacey Turner took home the prize for best actress  He revealed he had no idea he was to collect the award, before congratulating Hamilton on his own phenomenal year in Formula One.  Little Britain's David Walliams and Matt Lucas, winners last year, donned their Lou and Andy costumes to present the best comedy award.  That went to The Catherine Tate Show, although Tate did not attend the event.  The X Factor picked up the gong for best talent show, which viewers were invited to vote for while the ceremony was broadcast.  Veteran newsreader Sir Trevor McDonald hosted the awards, all of which were decided by a public vote.
Two sailors start 4,000-mile race	PC stripper helps spam to spread	US oil firm Chevron has seen quarterly profits fall by 25% after it was hit, like other energy firms, by lower gas prices and a drop in margins.  Its profits missed forecasts after reduced output at refineries failed to outweigh rising crude oil prices.  Chevron made a $3.72bn (1.78bn) profit for the three months to the end of September, down from $5.01bn last year.  An unplanned closure in Mississippi and a scheduled shut-down in California both dented Chevron's output.  'Chronic performance'  While profits fell, revenue climbed to $55.17bn from $54.21bn a year earlier.  The firm's chief executive said one reason for the profit slide was an oversupply of gas in the markets.  Profits at the firm's global refining and marketing business dropped 74% to $377m, with its US division making a $110m loss.  This company continues to operate its US refining system poorly and this is chronic, said Mark Gilman, an analyst with Benchmark.  Chevron's results come a day after Exxon Mobil reported a 10% drop in quarterly profits while, in October, BP saw profits fall by 45% after it too was hit by refining problems.
Officer 'failed' over fall death	Man held in counter-terror raid	The technology behind the wind-up radio could soon be helping to light up some of the poorest homes in Africa.  The Freeplay Foundation is developing prototypes of a charging station for house lights it hopes will improve the quality of life for many Africans.  The Foundation said the lights would replace the expensive, polluting and unhealthy alternatives many Africans currently use to light their homes.  Field testing of the prototypes will start in Kenya in the next few months.  Light and life  Kristine Pearson, director of the Freeplay Foundation, said few Africans in the continents most vulnerable areas had access to electricity to light homes.  Their life stops or is very narrowed when the sun goes down, she said. Two extra hours of light would make a big difference to their life.  The World Bank estimates that more than 500 million people in sub-Saharan Africa do not have access to electricity supplies that could be used to light their homes.  Instead, said Ms Pearson, many used kerosene lamps, battery-powered lights or wood fires as sources of illumination after sundown.  Buying kerosene or batteries can consume up to 15% of a household's budget, said Ms Pearson. In addition wood was hard to gather and unhealthy to burn.  As part of its LifeLight Project the Freeplay Foundation has drawn up designs for a charging base unit that would be able to power up several detachable lights that can be used around a home.  The Foundation aims to train women to sell and maintain the lights  They could use them for study or for safety - to help them if they go somewhere at night, said Ms Pearson.  Working prototypes are now being made that will be tested with families in Kenya to refine the design.  Freeplay technology has already been used to create wind-up torches and small lights said Ms Pearson but the LifeLight Project aims to make bigger, brighter bulbs for homes.  She said the Foundation was adopting a similar approach to that used for the wind-up Lifeline radio to get the lights to families.  Instead of just giving the lights out and then leaving, the Foundation aims to recruit women who will sell the lights and be trained to repair and maintain them for customers.  Ms Pearson said the take up of the lights was likely to be rapid because it would piggyback on the network created by the Foundation to maintain Lifeline radios.  Since it was established in 1998 the Foundation has given out more than 150,000 Lifeline radios.  Ms Pearson said the Foundation had applied for a grant to fund the design and testing work from the World Bank as part of that organisation's Lighting Africa initiative.
Search for missing firefighters	December shoot for X Files sequel	Google's shares have passed $700 for the first time, lifted by reports it plans to enter the mobile phone market.  Its stock rose 1.7% to $707 on Wednesday on rumours it is working with US networks Verizon and Sprint Nextel.  While none of the firms have commented, Google is said to be looking at mobile phones that run on its software.  The value of Google's shares have now risen eightfold since they were first floated in August 2004, as its profit growth continues to dazzle.  It is now the fifth largest US company by market capitalisation, worth a total $219bn (105bn), surpassed by only Exxon Mobile, General Electric, Microsoft and AT&T.  'Make a splash'  Analyst Avi Greengart of Current Analysis speculated about how Google would be able to tempt mobile phone networks to use its phones.  If Google is going to make a splash, it's going to have to say [to operators], 'Offer our phone and we'll share the revenue,' he said.  Last month, Google saw its net profit for the three months to end of September soar 46% to $1.07bn, compared with $733.4m for the same period last year.  Google's share price has risen by $100 since then.  The world's most popular internet search engine, Google makes the bulk of its money from advertising.  Last year, it spent $1.65bn buying video-sharing website YouTube.  Google's shares were priced at $84 when they debuted in 2004.
Banksy 'caught in the act on film'	PC stripper helps spam to spread	The technology behind the wind-up radio could soon be helping to light up some of the poorest homes in Africa.  The Freeplay Foundation is developing prototypes of a charging station for house lights it hopes will improve the quality of life for many Africans.  The Foundation said the lights would replace the expensive, polluting and unhealthy alternatives many Africans currently use to light their homes.  Field testing of the prototypes will start in Kenya in the next few months.  Light and life  Kristine Pearson, director of the Freeplay Foundation, said few Africans in the continents most vulnerable areas had access to electricity to light homes.  Their life stops or is very narrowed when the sun goes down, she said. Two extra hours of light would make a big difference to their life.  The World Bank estimates that more than 500 million people in sub-Saharan Africa do not have access to electricity supplies that could be used to light their homes.  Instead, said Ms Pearson, many used kerosene lamps, battery-powered lights or wood fires as sources of illumination after sundown.  Buying kerosene or batteries can consume up to 15% of a household's budget, said Ms Pearson. In addition wood was hard to gather and unhealthy to burn.  As part of its LifeLight Project the Freeplay Foundation has drawn up designs for a charging base unit that would be able to power up several detachable lights that can be used around a home.  The Foundation aims to train women to sell and maintain the lights  They could use them for study or for safety - to help them if they go somewhere at night, said Ms Pearson.  Working prototypes are now being made that will be tested with families in Kenya to refine the design.  Freeplay technology has already been used to create wind-up torches and small lights said Ms Pearson but the LifeLight Project aims to make bigger, brighter bulbs for homes.  She said the Foundation was adopting a similar approach to that used for the wind-up Lifeline radio to get the lights to families.  Instead of just giving the lights out and then leaving, the Foundation aims to recruit women who will sell the lights and be trained to repair and maintain them for customers.  Ms Pearson said the take up of the lights was likely to be rapid because it would piggyback on the network created by the Foundation to maintain Lifeline radios.  Since it was established in 1998 the Foundation has given out more than 150,000 Lifeline radios.  Ms Pearson said the Foundation had applied for a grant to fund the design and testing work from the World Bank as part of that organisation's Lighting Africa initiative.
Protest as memorial unveiled	Pizza worker was unfairly sacked	
Kasabian to headline Hogmanay	Record payout for sacked worker	A US astronaut has carried out a dangerous spacewalk to repair a damaged solar panel on the International Space Station (ISS).  The energy-collecting wing developed a rip when it was being unfurled at the port end of the platform on Tuesday.  Scott Parazynski rode on the end of an extension boom to install home-made cufflinks to the broken section.  The repair work will enable the wing to be fully deployed and properly locked in position.  Mr Parazynski was supported from a nearby girder by spacewalking colleague Douglas Wheelock.  Mr Parazynski had to carry out the work without touching the torn solar panel, which could have given him a powerful shock if touched. His suit and tools were insulated for protection.  Vital repair  Beautiful, said Mr Parazynsky as he completed more than fours hours of work outside the space station, more than 200 miles (320km) above the Earth.  A controller at Houston, Texas Mission Control, told the astronauts: Nice teamwork... excellent work guys.  The repair was of vital importance to future shuttle flights.  Unless the wing can be extended fully, it may not be able to withstand the loading put on the platform when the orbiter docks.  The panel had to be lashed together where it had come apart  Nasa officials say the 35m (115ft) wing probably snagged on a guidewire, or guidewire support, as it was being unfurled.  The next shuttle, due in December, is supposed to deliver Europe's main contribution to the ISS project - its Columbus laboratory.  Failure to sort the solar panel problem would have left Nasa no choice but to delay the December flight , keeping the already much-delayed Columbus sitting on the ground even longer.  The ISS is currently being visited by space shuttle Discovery. Astronauts from the orbiter have already attached the new Harmony module to a temporary location on the station. The unit will be moved into a permanent site once the orbiter has left.  Harmony will act as a passageway between three science laboratories: The existing US Destiny lab, and the soon-to-launch European Columbus and Japanese Kibo experimental units.
Virgin dispute hits BSkyB profits	Memorial for plane crash victims	A bounty hunter has had his show pulled from US TV schedules after he used a racist term repeatedly in a phone call.  The A&E network said Dog the Bounty Hunter, starring Duane Dog Chapman, would be off-air for the foreseeable future, but had not been scrapped.  The National Enquirer released a recording of a conversation involving the star, repeatedly making derogatory remarks about his son's girlfriend.  He issued an apology but several civil rights leaders want his show ditched.  They have written to A&E, branding his comments a vicious attack on... interracial relations, as well as an incitement to violence.  Chapman's programme sees him and colleagues trying to find people who have absconded in Hawaii and other US states.  'Ashamed'  In the phone call, Chapman was heard talking to his son Tucker, urging him to break up with his black girlfriend.  He used the offensive N-word six times in the first 45 seconds of the five-minute clip, the Associated Press reported.  In his apology, Chapman said he was ashamed of himself and should never have used that term.  And he added he was disappointed in his son's choice of girlfriend not due to her race, but her character.  The 54-year-old's lawyer, Brook Hart, said Chapman was not a racist and promised the word would never be used again by the star.
NHS staff protest against reforms	The game of love	Upgrading to the latest version of Apple's operating system, might make a Mac less secure, say experts.  A test of Leopard revealed that installing it led to the firewall on a Mac being turned off and its default setting changed to leave it disabled.  Heise Security, who conducted the tests, said the failings meant users could not rely on the firewall to protect them.  Apple has yet to comment about the security shortcomings in Leopard.  Leopard, the newest version of OS X, was launched on 26 October and since then Apple claims to have sold or delivered more than two million copies of the software.  But a test of Leopard by Heise Security security expert Jurgen Schmidt found that the firewall in the updated software was set to off and allowed any and every incoming net connection.  Mr Schmidt also found that installing the software as an upgrade to a machine on which the firewall was turned on would lead to this protective software being turned off when that computer was re-started.  He also found that even when the firewall was re-activated it did not let users know about all the potentially vulnerable processes running on that machine.  Commenting for Heise Mike Barwise, editor of the site, said: This as a serious problem: It provides a false sense of security, which is more dangerous than a lack of actual security that you know about.  Apple has yet to respond to a BBC request for comment on the Heise findings.  Mikko Hypponen, chief research officer at F-Secure, said: Year after year, Macs continue to have these potential security problems.  However, in practice they just don't seem to become real-world problems, he added. The old wisdom still stands: if you want to avoid viruses and worms, get a Mac.
Digital magnetic map goes global	Iraq vows to arrest PKK rebels	Sri Lanka has promised to look into allegations that 108 of its UN peacekeepers in Haiti paid for sex, in some cases with underage girls.  The men are being sent home after being accused of sexual misconduct and abuse.  Officials say the law will take its course once the soldiers arrive back in Sri Lanka, but warn that little tangible evidence has been produced.  In the past, UN peacekeepers have been involved in a series of sex scandals, including this year in Ivory Coast.  'Zero tolerance'  Sri Lanka has sent four senior officers, including a female brigadier, to Haiti to investigate.  The United Nations and the Sri Lankan government deeply regret any sexual exploitation and abuse that has occurred.  Michelle MontasUN spokesman  Sri Lanka's Foreign Secretary, Dr Palitha Kohona, said the allegations against the soldiers were a blight on what he described as the country's stunningly good record in United Nations peacekeeping.  He added though that little tangible evidence had been provided by the United Nations, which might make it difficult to bring them before a court.  The UN mission in Haiti has requested an immediate investigation by the organisation's internal watchdog.  The UN has a zero tolerance policy on peacekeepers visiting prostitutes, regardless of local laws.  Spokeswoman Michele Montas said: The United Nations and the Sri Lankan government deeply regret any sexual exploitation and abuse that has occurred.  The [soldiers] are back under national jurisdiction. So far Sri Lanka has said... that they are going to be prosecuted in Sri Lanka.  Earlier this year more than 700 peacekeepers in Ivory Coast were suspended and in recent years, peacekeepers in Liberia and the Democratic Republic of Congo have also been accused of sexual exploitation.  Member states are supplying about 100,000 troops to peacekeeping operations worldwide.  The 950-strong peacekeeping operation in Haiti is the first to which Sri Lanka has sent a full contingent of troops, although some officers have joined earlier missions.
Australian TV host found dead	Kicking off the free speech debate	South African police say they have arrested an employee at US chat-show host Oprah Winfrey's Leadership Academy for Girls on abuse charges.  One girl at the school said she had been fondled; others reported being sworn at, grabbed by the neck, beaten or thrown against a wall.  An internal investigation resulted in a dossier being handed to Gauteng's child protection unit.  Ms Winfrey has twice visited the school at Henley-on-Klip to offer support.  Controversy  Police spokesperson Superintendent Lungelo Dlamini said the 27-year-old woman, a dormitory employee, was arrested on Thursday by the Family Violence, Child Protection and Sexual Offences Unit.  Several charges including alleged assault, indecent assault, crimen injuria and soliciting under-age girls to perform indecent acts are being investigated against her, South African Press Association quotes him as saying.  The girls said they had told the principal, Mbulelo Mzimane, about their complaints but she had failed to act.  The school promptly suspended both the principal and two matrons and offered counselling to its 150 boarders.  Ms Winfrey pledged to build the $40m academy after a meeting with former South African President Nelson Mandela six years ago and she personally interviewed many of the 3,500 South African girls from low income families who applied for the initial 150 places at the school.  The BBC African Service's Nick Ericsson says the school - which is free for pupils - has been no stranger to controversy since it opened its doors in a high-profile launch in January.  Some parents have complained that not only was the academy imposing too many restrictions on their children - with minimal contact being allowed between parents and children - but that junk food was strictly forbidden on the school grounds.
Retired archbishop dies aged 78	Google opens up social networks	
Man in court over schoolgirl gun	PC stripper helps spam to spread	
Man in court over schoolgirl gun	Officer 'failed' over fall death	Councillors in Cornwall have begun to prepare for turning the county's local councils into a unitary authority.  Some of the districts had waged a campaign against the single status plan, claiming it would not benefit the taxpayers.  But Cornwall County Council said becoming a unitary authority would eventually save taxpayers 17m a year.  Councillor Graham Facks-Martin said the meeting of the 24 representatives had been constructive.  The councillors represented the county council and six district councils.  Jobs concern  The district councils have waged a campaign against the creation of the controversial single authority - some making claims of it being too centralised and undemocratic.  A unitary authority will be responsible for roads and education, as well as leisure, environmental health and housing.  If unitary status is approved there will be a reduction in the number of councillors.  The public service union Unison has raised concerns about the effect the change could have on jobs.  Subject to legislation the new authority could be up and running in 2009.
Traders 'fear' market expansion	Lower margins hit Exxon profits	A US astronaut has carried out a dangerous spacewalk to repair a damaged solar panel on the International Space Station (ISS).  The energy-collecting wing developed a rip when it was being unfurled at the port end of the platform on Tuesday.  Scott Parazynski rode on the end of an extension boom to install home-made cufflinks to the broken section.  The repair work will enable the wing to be fully deployed and properly locked in position.  Mr Parazynski was supported from a nearby girder by spacewalking colleague Douglas Wheelock.  Mr Parazynski had to carry out the work without touching the torn solar panel, which could have given him a powerful shock if touched. His suit and tools were insulated for protection.  Vital repair  Beautiful, said Mr Parazynsky as he completed more than fours hours of work outside the space station, more than 200 miles (320km) above the Earth.  A controller at Houston, Texas Mission Control, told the astronauts: Nice teamwork... excellent work guys.  The repair was of vital importance to future shuttle flights.  Unless the wing can be extended fully, it may not be able to withstand the loading put on the platform when the orbiter docks.  The panel had to be lashed together where it had come apart  Nasa officials say the 35m (115ft) wing probably snagged on a guidewire, or guidewire support, as it was being unfurled.  The next shuttle, due in December, is supposed to deliver Europe's main contribution to the ISS project - its Columbus laboratory.  Failure to sort the solar panel problem would have left Nasa no choice but to delay the December flight , keeping the already much-delayed Columbus sitting on the ground even longer.  The ISS is currently being visited by space shuttle Discovery. Astronauts from the orbiter have already attached the new Harmony module to a temporary location on the station. The unit will be moved into a permanent site once the orbiter has left.  Harmony will act as a passageway between three science laboratories: The existing US Destiny lab, and the soon-to-launch European Columbus and Japanese Kibo experimental units.
MySpace in Google software deal	Digital magnetic map goes global	BSkyB boosted pay-TV customers over the past three months, but a continuing row with cable network provider Virgin Media dented profits.  Sky added 83,000 net new customers in the quarter with churn - a measure of subscriptions cancelled - falling to its lowest level in more than a year.  But the firm's pre-tax profit fell to 121m, down from 166m a year earlier.  Virgin's refusal to screen certain key Sky channels because of a row over transmission costs was partly to blame.  Virgin launched a High Court action against BSkyB in April, accusing the broadcaster of abusing its dominant position in the pay-TV market.  The overall picture from a market perspective is still positive  Richard Hunter, equity strategist, Hargreaves Lansdown  See BSkyB's shares  Why is the Sky-Virgin row about?  According to an agreed timetable, the case is unlikely to be heard before next summer.  The firm estimated that its operating profit would be hurt by about 15m for each full quarter that the channels, including Sky One, Sky News and Sky Sports News, remained unavailable to Virgin Media's 3.3 million subscribers.  We expect that performance for the full year will be in line with our plans, said James Murdoch, BSkyB chief executive.  Silver lining?  Other reasons given for the fall in profit included higher marketing costs and substantial investment in its recently launched broadband and phone packages.  The new contract to cover Premier League football and spending on programmes such as Sky One's much-advertised Are You Smarter Than A 10-Year-Old, were also cited as contributed to added costs.  BSkyB shares closed down 4.3% at 660p following the trading update.  Analysts were encouraged by surging demand for the Sky+ and High Definition TV services as well as the popularity of Sky's broadband package, which has attracted one million customers in 14 months.  But Richard Hunter, equity strategist at Hargreaves Lansdown, said the run on Sky's shares centred around some slight disappointment on the profit numbers.  This, he noted, came on top of continuing uncertainty surrounding the firm's contentious 17.9% stake in rival broadcaster ITV and the distraction of the Virgin Media lawsuit.  Nonetheless, the overall picture from a market perspective is still positive, he added.  Sky's stated aim of 10 million pay-TV customers by 2010 continues to look eminently achievable, and the initial success of the broadband offering in little over a year is proof of Sky's ambition and marketing prowess.
